kecamatan,jumlah_penduduk,kepadatan_penduduk_km2,rasio_jenis_kelamin,laju_pertumbuhan,persentase_penduduk,provinsi,kabupaten,tahun,source_file
Ciwidey,93100.0,1783.0,105.0,1.92,2.42,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Rancabali,54300.0,356.0,104.9,1.4,1.41,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Pasirjambu,98700.0,503.0,104.4,1.58,2.57,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Cimaung,95400.0,1596.0,103.5,2.19,2.48,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Pangalengan,168000.0,775.0,103.6,1.81,4.37,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Kertasari,76100.0,559.0,104.2,1.41,1.98,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Pacet,130400.0,1363.0,106.9,2.59,3.4,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Ibun,96400.0,1740.0,105.2,2.16,2.51,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Paseh,146800.0,3063.0,106.0,1.8,3.82,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Cikancung,106400.0,2716.0,105.4,2.13,2.77,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Cicalengka,131400.0,3112.0,103.0,1.66,3.42,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Nagreg,62700.0,1486.0,105.2,1.65,1.63,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Rancaekek,191600.0,4246.0,101.3,1.2,4.99,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Majalaya,170300.0,7056.0,105.1,1.33,4.43,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Solokan Jeruk,93200.0,3816.0,104.9,1.61,2.43,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Ciparay,185000.0,3362.0,104.0,1.69,4.82,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Baleendah,277800.0,6825.0,103.0,2.07,7.23,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Arjasari,117200.0,1849.0,103.6,2.65,3.05,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Banjaran,142000.0,3985.0,103.8,1.82,3.7,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Cangkuang,86900.0,3677.0,103.6,2.49,2.26,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Pameungpeuk,95600.0,6640.0,103.1,2.7,2.49,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Katapang,138700.0,8535.0,103.1,2.31,3.61,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Soreang,123200.0,4921.0,103.2,1.35,3.21,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Kutawaringin,112900.0,2364.0,104.1,2.12,2.94,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Margaasih,154500.0,8510.0,102.9,1.33,4.02,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Margahayu,121000.0,11353.0,100.9,0.55,3.15,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Dayeuhkolot,106400.0,9433.0,103.0,0.49,2.77,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Bojongsoang,112100.0,3960.0,101.8,1.66,2.92,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Cileunyi,183000.0,5963.0,101.8,1.67,4.76,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Cilengkrang,55400.0,1578.0,103.0,1.82,1.44,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Cimenyan,113100.0,2373.0,103.4,1.35,2.95,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Bandung,3839700.0,2215.0,103.6,1.74,100.0,Jawa Barat,Kabupaten Bandung,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bandung\data_penduduk_kabupate_001.xlsx
Setu,201835000.0,3247.0,106.0,5.62,6.17,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Serang Baru,168853000.0,2647.0,103.0,4.52,5.16,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Cikarang Pusat,70480000.0,1481.0,103.0,1.67,2.15,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Cikarang Selatan,165881000.0,3206.0,100.0,0.97,5.07,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Cibarusah,101910000.0,2022.0,103.0,2.66,3.11,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Bojongmangu,28393000.0,473.0,101.0,0.74,0.87,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Cikarang Timur,110699000.0,2157.0,102.0,1.42,3.38,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Kedungwaringin,74109000.0,2350.0,102.0,2.4,2.26,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Cikarang Utara,224283000.0,5180.0,103.0,-0.74,6.85,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Karangbahagia,135971000.0,2949.0,102.0,3.64,4.15,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Cibitung,258282000.0,5702.0,102.0,2.31,7.89,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Cikarang Barat,201159000.0,3747.0,104.0,-0.74,6.14,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Tambun Selatan,427718000.0,9924.0,101.0,-0.28,13.06,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Tambun Utara,218021000.0,6334.0,103.0,4.26,6.66,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Babelan,291846000.0,4589.0,103.0,2.86,8.91,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Tarumajaya,140225000.0,2567.0,103.0,2.01,4.28,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Tambelang,42329000.0,1117.0,102.0,1.29,1.29,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Sukawangi,51368000.0,765.0,103.0,1.25,1.57,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Sukatani,102277000.0,2726.0,103.0,3.32,3.12,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Sukakarya,55120000.0,1300.0,102.0,2.13,1.68,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Pebayuran,104043000.0,1080.0,102.0,0.62,3.18,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Cabangbungin,57570000.0,1158.0,103.0,1.35,1.76,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Muara Gembong,41496000.0,296.0,104.0,1.05,1.27,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Bekasi,3273868000.0,2570.0,103.0,1.85,100.0,Jawa Barat,Kabupaten Bekasi,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bekasi\data_penduduk_kabupate_001.xlsx
Nanggung,104200.0,660.0,111.0,1.23,1.83,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Leuwiliang,128700.0,1394.0,106.0,0.61,2.26,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Leuwisadeng,79600.0,2208.0,109.0,0.54,1.4,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Pamijahan,166200.0,1328.0,108.0,1.24,2.93,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Cibungbulang,153700.0,4076.0,108.0,1.16,2.7,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Ciampea,176400.0,5192.0,106.0,0.99,3.1,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Tenjolaya,67000.0,1845.0,108.0,1.12,1.18,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Dramaga,113700.0,4447.0,108.0,0.58,2.0,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Ciomas,178500.0,9987.0,103.0,0.98,3.14,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Tamansari,115600.0,2945.0,106.0,1.33,2.03,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Cijeruk,96700.0,2015.0,109.0,1.17,1.7,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Cigombong,101000.0,2169.0,106.0,0.66,1.78,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Caringin,137400.0,1764.0,108.0,1.02,2.42,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Ciawi,119100.0,2532.0,106.0,0.74,2.1,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Cisarua,132400.0,1864.0,108.0,0.86,2.33,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Megamendung,110800.0,1746.0,109.0,0.66,1.95,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Sukaraja,219500.0,5048.0,104.0,1.39,3.86,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Babakan Madang,118800.0,1341.0,107.0,0.72,2.09,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Sukamakmur,89700.0,491.0,109.0,1.02,1.58,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Cariu,53600.0,632.0,101.0,0.77,0.94,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Tanjungsari,59700.0,405.0,104.0,0.96,1.05,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Jonggol,151600.0,1128.0,102.0,1.21,2.67,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Cileungsi,304800.0,4349.0,102.0,1.21,5.36,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Klapanunggal,142200.0,1484.0,104.0,2.57,2.5,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Gunung Putri,296400.0,4860.0,101.0,-0.31,5.22,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Citeureup,220100.0,3043.0,104.0,0.45,3.87,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Cibinong,376700.0,8002.0,101.0,0.72,6.63,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Bojong Gede,308400.0,10660.0,103.0,1.59,5.43,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Tajur Halang,134600.0,4432.0,103.0,2.01,2.37,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Kemang,109500.0,3310.0,103.0,0.91,1.93,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Rancabungur,65099.99999999999,2806.0,105.0,1.57,1.14,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Parung,126700.0,4569.0,103.0,0.55,2.23,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Ciseeng,115100.0,2885.0,107.0,0.84,2.03,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Gunung Sindur,136700.0,2815.0,104.0,1.71,2.41,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Rumpin,152300.0,1095.0,111.0,0.88,2.68,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Cigudeg,140200.0,782.0,110.0,0.97,2.47,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Sukajaya,71500.0,430.0,110.0,1.48,1.26,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Jasinga,111400.0,810.0,108.0,0.98,1.96,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Tenjo,75800.0,913.0,109.0,0.69,1.33,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Parung Panjang,120800.0,1702.0,106.0,0.38,2.13,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Bogor,5682300.0,1899.0,105.0,0.98,100.0,Jawa Barat,Kabupaten Bogor,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Bogor\data_penduduk_kabupate_001.xlsx
Banjarsari,69900.0,1205.0,101.6,0.48,5.58,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Banjaranyar,39900.0,363.0,101.6,0.48,3.19,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Lakbok,56600.0,982.0,99.7,1.23,4.52,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Purwadadi,40000.0,786.0,101.0,1.02,3.2,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Pamarican,68300.0,549.0,99.2,0.47,5.46,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Cidolog,19400.0,345.0,101.4,0.23,1.55,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Cimaragas,16200.0,614.0,96.6,0.34,1.3,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Cijeungjing,53900.0,888.0,98.2,0.54,4.3,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Cisaga,37600.0,469.0,96.5,0.19,3.0,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Tambaksari,20700.0,344.0,94.5,-0.07,1.66,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Rancah,56200.0,648.0,99.9,0.02,4.49,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Rajadesa,53700.0,872.0,100.6,0.8,4.29,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Sukadana,22900.0,396.0,95.6,0.02,1.83,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Ciamis,99900.0,2955.0,99.1,0.47,7.98,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Baregbeg,44700.0,1169.0,101.1,0.75,3.57,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Cikoneng,56500.0,1200.0,104.2,0.97,4.51,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Sindangkasih,52900.0,1773.0,102.9,1.33,4.23,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Cihaurbeuti,51700.0,808.0,100.8,0.77,4.13,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Sadananya,39200.0,849.0,102.0,1.23,3.13,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Cipaku,68200.0,868.0,100.8,1.18,5.45,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Jatinagara,28000.0,821.0,98.9,0.54,2.24,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Panawangan,51300.0,623.0,97.3,0.55,4.1,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Kawali,42600.0,1176.0,99.6,0.67,3.4,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Lumbung,30300.0,412.0,97.9,0.48,2.42,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Panjalu,46500.0,1668.0,100.9,0.51,3.71,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Sukamantri,23200.0,458.0,100.6,0.78,1.85,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Panumbangan,61400.0,973.0,100.1,0.72,4.91,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Ciamis,1251500.0,784.0,100.0,0.66,100.0,Jawa Barat,Kabupaten Ciamis,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Ciamis\data_penduduk_kabupate_001.xlsx
Agrabinta,41700.0,217.0,103.0,0.69,1.61,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Leles,31600.0,276.0,110.0,-0.05,1.22,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Sindangbarang,60800.0,382.0,102.0,0.93,2.35,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Cidaun,71100.0,240.0,111.0,0.52,2.75,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Naringgul,48100.0,171.0,112.0,0.33,1.86,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Cibinong,66200.0,281.0,104.0,0.75,2.56,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
